SortOrder,CruiseID,StationNum,StationNme,DBOregion,Latitude,Longitude,DataDate,DataYear,ChirkNum,gc_Polychaeta,gc_Bivalvia,gc_Crustacea,gc_Sipuncula,gc_Ophiuroidea,gc_Echinoidea,gc_Anthozoa,gc_Ascidiacea,gc_Nemertea,gc_Others,TotGC,DomTaxGCfm,ww_Polychaeta,ww_Bivalvia,ww_Crustacea,ww_Sipuncula,ww_Ophiuroidea,ww_Echinoidea,ww_Anthozoa,ww_Ascidiacea,ww_Nemertea,ww_Others,ww_TotWW,DomTaxWW,abd_Polychaeta,abd_Bivalvia,abd_Crustacea,abd_Sipuncula,abd_Ophiuroidea,abd_Echinoidea,abd_Anthozoa,abd_Ascidiacea,abd_Nemertea,abd_Others,TotAbd,DomTaxAbd
2151,HLY1702,7,SEC7,3,68.247,-167.122,20170830,2017,7,0.93,2.73,0.09,0.16,0.07,0.00,0.00,22.74,0.00,0.01,26.73,Ascidiacea,14.90,101.10,1.27,3.56,4.93,0.00,0.00,628.90,0.00,0.32,754.97,Ascidiacea,330,60,190,50,90,0,0,50,0,10,780,Polychaeta
2152,HLY1702,8,SEC8,3,68.304,-166.924,20170830,2017,8,1.24,0.01,0.05,0.06,0.01,0.00,0.00,1.54,0.02,0.02,2.96,Ascidiacea,19.37,0.38,0.71,1.42,0.95,0.03,0.00,85.71,0.24,0.99,109.79,Ascidiacea,1620,160,520,30,650,10,0,20,30,40,3080,Polychaeta
2153,HLY1702,10,DBO4.6,4,71.620,-163.762,20170831,2017,10,8.50,8.51,0.29,0.21,0.78,0.00,0.00,0.00,2.38,0.03,20.70,Bivalvia,110.87,211.83,4.10,4.61,55.97,0.00,0.00,0.00,25.62,0.76,413.76,Bivalvia,2290,600,1650,30,70,0,0,0,40,80,4760,Polychaeta
2154,HLY1702,12,DBO4.5,4,71.490,-163.377,20170831,2017,12,2.38,4.56,0.22,0.36,0.02,0.00,0.00,0.00,0.45,0.26,8.24,Bivalvia,32.92,129.34,3.19,7.93,1.33,0.00,0.00,0.00,4.86,4.61,184.18,Bivalvia,530,140,690,30,30,0,0,0,20,60,1500,Crustacea
2155,HLY1702,14,DBO4.4,4,71.364,-163.001,20170831,2017,14,9.82,4.43,0.80,5.04,0.85,0.00,0.00,0.00,0.00,0.15,21.08,Polychaeta,138.48,125.94,10.80,111.89,60.65,0.00,0.00,0.00,0.00,3.02,450.78,Polychaeta,8860,670,2730,10,230,0,0,0,0,70,12570,Polychaeta
2156,HLY1702,16,DBO4.3,4,71.233,-162.637,20170831,2017,16,3.88,6.86,0.64,0.00,0.94,0.00,0.00,0.02,0.12,0.64,13.09,Bivalvia,50.98,209.88,9.02,0.00,67.42,0.00,0.00,1.29,1.25,16.09,355.93,Bivalvia,800,1080,4950,0,140,0,0,10,20,90,7090,Crustacea
2157,HLY1702,18,DBO4.2,4,71.102,-162.248,20170831,2017,18,3.71,2.48,1.00,0.00,0.49,0.00,0.01,0.00,0.36,0.03,8.08,Polychaeta,52.92,96.55,13.89,0.00,34.93,0.00,0.35,0.00,3.85,0.64,203.13,Bivalvia,1500,1140,11640,0,60,0,10,0,30,130,14510,Crustacea
2158,HLY1702,20,DBO4.1,4,70.975,-161.887,20170831,2017,20,10.47,1.35,1.86,0.00,0.01,0.00,0.00,0.00,0.00,0.01,13.70,Polychaeta,149.71,35.69,25.86,0.06,0.47,0.00,0.00,0.00,0.00,0.29,212.07,Polychaeta,1770,1720,4190,50,20,0,0,0,0,30,7780,Crustacea
2159,HLY1702,21,BarC10,5,71.623,-157.905,20170901,2017,21,0.39,3.06,0.06,0.00,0.00,0.00,0.00,0.00,0.05,0.01,3.57,Bivalvia,6.04,79.77,0.83,0.00,0.00,0.00,0.00,0.00,0.51,0.83,87.98,Bivalvia,410,560,220,0,0,0,0,0,20,40,1250,Bivalvia
2160,HLY1702,22,BarC9,5,71.579,-157.811,20170901,2017,22,1.80,1.02,0.10,0.00,0.01,0.00,0.00,0.00,0.07,0.01,3.01,Polychaeta,25.15,25.13,1.37,0.00,0.63,0.00,0.00,0.00,0.79,0.25,53.32,Polychaeta,2310,560,380,0,30,0,0,0,10,100,3390,Polychaeta
2161,HLY1702,23,BarC8,5,71.537,-157.733,20170901,2017,23,3.33,3.24,0.58,0.00,0.18,0.00,0.00,0.00,0.36,0.06,7.75,Polychaeta,49.83,84.74,8.19,0.11,12.98,0.00,0.00,0.00,3.88,2.07,161.80,Bivalvia,1750,400,290,10,50,0,0,0,30,40,2570,Polychaeta
2162,HLY1702,24,BarC7,5,71.497,-157.648,20170901,2017,24,11.56,7.31,1.69,20.71,1.18,0.00,2.86,0.00,0.04,0.03,45.37,Sipuncula,168.23,342.29,23.38,460.20,84.09,0.00,71.42,0.00,0.46,2.52,1152.59,Sipuncula,18640,530,2850,160,190,0,40,0,20,10,22440,Polychaeta
2163,HLY1702,25,BarC6,5,71.456,-157.574,20170901,2017,25,21.38,1.56,14.95,3.35,1.75,0.00,3.02,0.00,0.26,2.99,49.25,Polychaeta,312.15,44.82,218.59,74.49,124.95,0.00,75.34,0.00,2.80,141.15,994.28,Polychaeta,17490,270,38930,90,370,0,30,0,30,90,57300,Crustacea
2164,HLY1702,26,BarC5,5,71.409,-157.473,20170901,2017,26,7.43,13.38,1.15,0.00,3.39,0.00,0.00,0.00,3.37,1.03,29.74,Bivalvia,108.00,387.62,14.40,0.11,241.93,0.00,0.00,0.00,36.23,57.74,846.02,Bivalvia,3350,230,6210,20,410,0,0,0,20,190,10430,Crustacea
2165,HLY1702,27,BarC4,5,71.373,-157.393,20170901,2017,27,0.17,0.50,0.17,0.03,0.00,0.00,0.00,0.00,0.00,2.31,3.18,Others,2.47,16.46,2.34,0.65,0.03,0.00,0.00,0.00,0.00,96.54,118.47,Others,320,220,760,40,20,0,0,0,0,20,1380,Crustacea
2166,HLY1702,28,BarC3,5,71.327,-157.315,20170901,2017,28,4.49,8.10,0.20,0.04,0.04,0.00,0.50,0.91,0.00,9.90,24.17,Others,65.29,505.23,2.71,0.94,2.60,0.00,12.50,50.28,0.03,476.10,1115.68,Bivalvia,970,160,890,10,20,0,10,10,10,1560,3640,Others
2167,HLY1702,29,BarC2,5,71.288,-157.235,20170901,2017,29,5.84,0.43,11.84,0.59,0.00,0.00,0.00,0.01,0.48,3.63,22.82,Crustacea,82.13,18.63,172.42,13.01,0.00,0.00,0.00,0.92,5.12,190.26,482.49,Others,1950,220,4630,110,0,0,0,90,40,30,7070,Crustacea
2168,HLY1702,30,BarC1,5,71.248,-157.147,20170901,2017,30,1.43,0.15,1.23,0.00,0.00,0.00,0.00,0.00,0.02,0.10,2.93,Polychaeta,19.44,7.71,17.95,0.00,0.00,0.00,0.00,0.00,0.22,3.25,48.57,Polychaeta,180,120,670,0,0,0,0,0,20,30,1020,Crustacea
2169,HLY1702,31,SW1,,71.190,-164.638,20170902,2017,31,6.73,0.78,0.28,7.02,0.63,0.00,0.00,0.00,0.79,0.14,16.38,Sipuncula,99.19,24.34,4.03,156.07,45.32,0.00,0.00,0.00,8.49,2.91,340.33,Sipuncula,655,945,575,10,148,0,0,0,13,408,2753,Bivalvia
2170,HLY1702,33,SW3,,71.393,-164.091,20170902,2017,33,23.04,2.74,2.02,0.34,0.89,0.00,0.00,0.00,0.44,0.07,29.54,Polychaeta,321.79,119.02,29.04,7.45,63.64,0.00,0.00,0.00,4.77,1.84,547.55,Polychaeta,18970,640,4710,20,170,0,0,0,50,70,24630,Polychaeta
2171,HLY1702,36,SW6,,71.698,-163.257,20170902,2017,36,4.26,4.76,0.14,3.69,0.32,0.00,0.04,0.08,0.72,0.21,14.23,Bivalvia,61.31,243.40,1.97,82.06,22.96,0.00,0.66,6.01,7.72,5.49,431.59,Bivalvia,3845,240,715,15,40,0,5,20,60,130,5070,Polychaeta
2172,HLY1702,38,SW8,,71.900,-162.684,20170902,2017,38,2.99,11.08,0.20,2.72,0.00,0.00,0.00,0.00,1.28,0.20,18.47,Bivalvia,47.78,351.84,2.84,60.36,0.00,0.00,0.00,0.00,13.78,9.46,486.07,Bivalvia,2510,1830,410,10,0,0,0,0,80,60,4900,Polychaeta
2173,HLY1702,40,SW10,,72.104,-162.111,20170903,2017,40,1.73,1.05,1.41,0.00,0.16,0.00,0.28,0.00,0.00,0.11,4.74,Polychaeta,28.60,43.67,17.68,0.00,11.31,0.00,4.58,0.00,0.00,5.21,111.04,Bivalvia,350,300,980,0,70,0,10,0,0,10,1720,Crustacea
2174,HLY1702,42,W2,,72.122,-163.200,20170903,2017,42,4.68,4.96,0.87,0.05,0.00,0.00,0.00,0.10,0.00,1.76,12.41,Bivalvia,73.02,204.60,12.73,1.08,0.00,0.00,0.00,7.05,0.00,48.03,346.50,Bivalvia,2180,780,410,70,0,0,0,60,0,150,3650,Polychaeta
2175,HLY1702,44,W4,,72.210,-164.168,20170903,2017,44,4.72,3.80,0.50,2.03,0.00,0.00,0.10,0.00,1.20,0.01,12.36,Polychaeta,69.85,110.47,7.22,45.00,0.00,0.00,1.69,0.00,12.90,0.32,247.45,Bivalvia,750,2530,510,10,10,0,30,0,30,130,4000,Bivalvia
2176,HLY1702,46,W6,,72.349,-164.910,20170903,2017,46,1.75,6.41,0.04,0.73,0.59,0.00,0.00,0.00,0.15,0.18,9.85,Bivalvia,23.23,289.22,0.51,16.14,42.45,0.00,0.00,0.00,1.61,3.75,376.91,Bivalvia,943,1943,113,3,50,0,0,0,30,120,3200,Bivalvia
2177,HLY1702,48,W8,,72.492,-165.685,20170903,2017,48,3.62,1.52,0.05,0.00,0.55,0.00,0.04,0.00,0.02,0.12,5.92,Polychaeta,57.05,52.59,0.69,0.00,39.11,0.00,0.72,0.00,0.20,2.66,153.01,Polychaeta,950,680,60,0,20,0,10,0,10,140,1870,Polychaeta
2178,HLY1702,50,W10,,72.637,-166.450,20170903,2017,50,7.86,1.46,0.03,0.00,0.40,0.00,0.00,0.00,0.12,0.10,9.96,Polychaeta,125.35,47.83,0.38,0.00,28.37,0.00,0.00,0.00,1.29,2.10,205.31,Polychaeta,2220,550,60,0,20,0,0,0,30,40,2920,Polychaeta
2179,HLY1702,52,W12,,72.878,-166.848,20170903,2017,52,1.41,7.81,0.00,0.00,0.15,0.00,0.00,0.00,1.86,0.28,11.51,Bivalvia,20.19,190.82,0.06,0.00,10.72,0.00,0.00,0.00,19.95,5.59,247.32,Bivalvia,1423,713,30,0,8,0,0,0,15,78,2265,Polychaeta
2180,HLY1702,53,NW1,,73.039,-163.423,20170904,2017,53,4.00,2.07,0.42,0.04,0.36,0.00,0.12,0.00,0.05,0.07,7.13,Polychaeta,59.26,60.54,5.90,0.79,25.74,0.00,2.70,0.04,0.58,1.87,157.41,Bivalvia,1135,543,1213,13,58,0,8,3,20,118,3108,Crustacea
2181,HLY1702,56,NW4,,72.854,-163.178,20170904,2017,56,2.49,4.16,0.12,10.45,0.00,0.00,1.07,0.00,0.11,0.17,18.56,Sipuncula,36.51,147.92,1.55,232.17,0.00,0.00,26.79,0.00,1.15,3.66,449.75,Sipuncula,1000,1020,490,20,0,0,10,0,30,190,2760,Bivalvia
2182,HLY1702,58,NW6,,72.727,-162.978,20170904,2017,58,2.66,6.65,0.14,0.10,0.00,0.00,0.00,0.00,0.51,5.52,15.58,Bivalvia,40.57,277.11,1.92,2.23,0.12,0.00,0.00,0.00,5.45,123.04,450.43,Bivalvia,748,2385,78,8,43,0,0,0,8,105,3373,Bivalvia
2183,HLY1702,60,NW8,,72.476,-162.637,20170904,2017,60,4.21,2.99,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.11,7.39,Polychaeta,57.26,91.44,0.99,0.03,0.05,0.00,0.00,0.00,0.08,1.91,151.76,Bivalvia,990,2080,110,10,80,0,0,0,10,170,3450,Bivalvia
2184,HLY1702,62,NW10,,72.229,-162.308,20170904,2017,62,2.92,12.64,0.16,0.00,0.04,0.00,0.00,0.67,0.01,0.12,16.56,Bivalvia,44.41,365.89,2.11,0.09,2.80,0.00,0.07,47.99,0.09,2.39,465.82,Bivalvia,2230,2880,680,40,40,0,30,110,60,170,6240,Bivalvia
2185,HLY1702,65,NNE3,,72.469,-161.550,20170904,2017,65,1.88,27.89,0.06,0.01,0.19,0.00,0.00,0.00,0.11,0.67,30.82,Bivalvia,29.18,762.49,0.84,0.26,13.78,0.00,0.00,0.00,1.17,14.92,822.63,Bivalvia,980,1960,40,20,20,0,0,0,10,100,3130,Bivalvia
2186,HLY1702,66,NNE4,,72.594,-161.354,20170904,2017,66,1.58,5.35,0.12,0.00,0.00,0.00,0.00,0.00,2.68,0.11,9.84,Bivalvia,24.60,165.00,1.62,0.00,0.00,0.00,0.00,0.00,28.79,2.15,222.15,Bivalvia,1370,985,108,0,0,0,0,0,18,173,2653,Polychaeta
2187,HLY1702,68,NNE6,,72.833,-160.964,20170905,2017,68,0.48,12.59,0.03,0.00,0.16,0.00,0.00,0.00,0.01,0.00,13.27,Bivalvia,6.96,369.81,0.34,0.00,11.56,0.00,0.05,0.00,0.11,0.02,388.85,Bivalvia,950,1320,55,0,25,0,5,0,5,20,2380,Bivalvia
2188,HLY1702,70,NNE8,,72.955,-160.749,20170905,2017,70,0.79,1.42,0.11,0.00,0.67,0.00,0.00,0.00,0.00,0.02,3.02,Bivalvia,11.87,31.66,1.37,0.03,48.01,0.00,0.00,0.00,0.00,0.87,93.81,Ophiuroidea,800,140,270,10,120,0,0,0,0,60,1400,Polychaeta
2189,HLY1702,72,NNE10,,73.079,-160.555,20170905,2017,72,0.18,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.02,1.50,Others,2.46,14.07,0.07,0.00,0.00,0.00,0.00,0.00,0.15,102.32,119.07,Others,590,80,30,0,0,0,0,0,10,10,720,Polychaeta
2190,HLY1702,74,NNE12,,73.195,-160.329,20170905,2017,74,0.15,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,Polychaeta,2.14,0.53,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.76,Polychaeta,160,230,40,0,0,0,0,0,0,0,430,Bivalvia
2191,HLY1702,97,NE15,,72.594,-158.712,20170907,2017,97,0.95,4.42,0.06,0.08,0.00,0.00,0.00,0.00,0.01,1.00,6.52,Bivalvia,13.44,155.05,0.82,1.82,0.00,0.00,0.00,0.00,0.16,98.73,270.01,Bivalvia,1430,250,330,60,0,0,0,0,10,60,2140,Polychaeta
2192,HLY1702,110,E4,,71.912,-160.521,20170908,2017,110,0.83,19.71,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.02,20.64,Bivalvia,15.98,521.83,0.56,0.00,0.00,0.00,0.00,0.00,0.40,0.42,539.20,Bivalvia,930,1220,90,0,0,0,0,0,10,90,2340,Bivalvia
2193,HLY1702,112,E6,,71.824,-159.699,20170908,2017,112,3.24,25.75,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.04,29.08,Bivalvia,51.42,703.85,0.70,0.05,0.00,0.00,0.00,0.00,0.07,0.95,757.03,Bivalvia,1590,1650,60,20,0,0,0,0,10,70,3400,Bivalvia
2194,HLY1702,114,E8,,71.730,-158.891,20170908,2017,114,0.48,5.15,0.28,0.81,0.00,0.00,0.00,0.00,0.46,0.40,7.57,Bivalvia,6.77,161.32,3.74,17.91,0.02,0.00,0.00,0.00,4.91,35.10,229.77,Bivalvia,970,1610,130,10,20,0,0,0,40,110,2890,Bivalvia
2195,HLY1702,116,E10,,71.638,-158.083,20170909,2017,116,2.59,2.92,0.04,12.58,0.89,0.00,0.00,0.00,0.00,0.86,19.88,Sipuncula,44.89,73.23,0.58,279.46,63.44,0.00,0.00,0.01,0.00,81.63,543.23,Sipuncula,1410,590,230,20,70,0,0,10,0,170,2500,Polychaeta
2196,HLY1702,117,SE1,,71.324,-159.418,20170909,2017,117,10.66,4.51,3.40,0.05,0.91,0.00,0.00,0.00,0.20,0.70,20.43,Polychaeta,152.27,285.94,48.78,1.13,65.03,0.00,0.00,0.00,2.18,39.81,595.16,Bivalvia,12120,260,3690,60,170,0,0,0,50,70,16420,Polychaeta
2197,HLY1702,119,SE3,,71.486,-160.096,20170909,2017,119,2.93,9.43,0.11,1.59,0.24,0.00,0.06,0.00,1.12,0.05,15.54,Bivalvia,42.59,253.38,1.42,35.38,17.08,0.00,0.95,0.00,12.06,1.43,364.29,Bivalvia,2313,2000,95,5,20,0,15,0,20,120,4588,Polychaeta
2198,HLY1702,121,SE5,,71.641,-160.792,20170909,2017,121,3.03,23.27,0.10,0.03,0.10,0.00,0.00,0.02,0.01,0.52,27.08,Bivalvia,55.26,828.52,1.43,0.64,6.96,0.00,0.00,1.32,0.15,11.37,905.66,Bivalvia,2298,1423,78,5,8,0,0,3,33,170,4015,Polychaeta
2199,HLY1702,123,SE7,,71.774,-161.599,20170909,2017,123,2.05,11.30,0.19,0.00,0.22,0.00,0.00,0.00,0.00,0.12,13.88,Bivalvia,37.24,320.92,2.66,0.02,15.56,0.00,0.00,0.00,0.02,4.33,380.75,Bivalvia,1458,883,108,3,5,0,0,0,13,35,2503,Polychaeta
2200,HLY1702,125,SE9,,71.970,-162.090,20170909,2017,125,1.36,3.07,1.56,0.00,0.34,0.00,1.64,0.03,0.02,3.04,11.06,Bivalvia,21.61,126.90,22.69,0.00,24.14,0.00,26.92,1.83,0.20,144.21,368.48,Others,1490,940,4060,0,130,0,90,10,40,310,7070,Crustacea
2201,HLY1702,126,DBO4.6N=S1,4,71.610,-161.628,20170909,2017,126,3.27,12.90,0.09,1.15,0.60,0.00,0.00,0.10,0.95,0.10,19.16,Bivalvia,56.27,362.97,1.25,25.61,43.04,0.00,0.00,7.48,10.18,2.07,508.87,Bivalvia,2528,1483,190,8,43,0,0,5,50,95,4400,Polychaeta
2202,HLY1702,128,DBO4.5N=S2,4,71.479,-161.516,20170910,2017,128,6.16,13.67,0.30,0.05,0.42,0.00,0.00,0.03,1.22,0.46,22.31,Bivalvia,92.97,382.97,4.32,1.02,29.88,0.00,0.00,2.15,13.17,19.49,545.97,Bivalvia,6383,2468,490,5,28,0,0,5,68,300,9745,Polychaeta
2203,HLY1702,129,DBO4.4N=S3,4,71.349,-161.409,20170910,2017,129,2.44,17.84,0.45,0.08,0.29,0.00,0.00,0.00,0.13,0.09,21.33,Bivalvia,36.66,504.81,6.55,1.74,21.07,0.00,0.00,0.01,1.44,2.56,574.83,Bivalvia,3000,2378,400,10,20,0,0,3,28,298,6135,Polychaeta
2204,HLY1702,130,DBO4.3N=S4,4,71.221,-161.297,20170910,2017,130,8.93,8.22,8.45,9.53,1.02,0.00,0.00,0.04,0.20,0.29,36.67,Sipuncula,127.83,295.08,121.94,211.68,72.77,0.00,0.00,2.93,2.10,12.89,847.22,Bivalvia,6203,1677,7320,90,173,0,0,3,17,103,15587,Crustacea
2205,HLY1702,131,DBO4.2N=S5,4,71.089,-161.199,20170910,2017,131,7.85,4.72,2.45,1.35,1.37,0.00,0.23,0.00,0.53,0.23,18.73,Polychaeta,112.27,209.53,35.11,30.03,97.97,0.00,3.74,0.00,5.69,12.46,506.80,Bivalvia,2698,783,29468,43,263,0,20,0,38,113,33423,Crustacea
2206,HLY1702,132,DBO4.1N=S6,4,70.961,-161.085,20170910,2017,132,3.35,2.55,1.03,8.84,0.11,0.00,0.00,0.00,0.01,4.04,19.93,Sipuncula,49.36,98.88,14.83,196.47,7.52,0.00,0.00,0.04,0.10,163.42,530.62,Sipuncula,1380,660,2300,100,20,0,0,10,10,30,4510,Crustacea
2207,HLY1702,134,SLIP4,1,63.024,-173.462,20170912,2017,134,1.08,3.69,0.23,0.00,0.22,0.00,0.00,0.00,1.10,0.05,6.36,Bivalvia,20.57,131.98,2.55,0.00,15.65,0.00,0.00,0.00,11.78,1.00,183.52,Bivalvia,1350,580,140,0,20,0,0,0,20,160,2270,Polychaeta
2208,HLY1702,136,SLIP5,1,62.558,-173.551,20170913,2017,136,2.81,8.14,2.80,0.00,0.00,0.00,0.00,0.00,0.04,0.15,13.94,Bivalvia,46.82,212.11,30.81,0.00,0.03,0.00,0.00,0.00,0.47,3.42,293.66,Bivalvia,1450,640,1270,0,10,0,0,0,10,70,3450,Polychaeta
2209,HLY1702,138,SLIP3,1,62.388,-174.574,20170913,2017,138,8.40,7.47,2.07,0.00,0.28,0.00,0.00,0.72,0.13,0.38,19.46,Polychaeta,122.94,213.52,25.22,0.04,19.78,0.00,0.08,51.68,1.45,7.34,442.04,Bivalvia,3520,780,850,20,60,0,10,10,30,350,5630,Polychaeta
2210,HLY1702,140,SLIP2,1,62.044,-175.210,20170913,2017,140,15.28,5.65,0.27,0.00,1.43,0.00,0.00,0.00,0.00,0.27,22.91,Polychaeta,216.13,169.01,3.40,0.06,102.29,0.00,0.00,0.00,0.00,4.75,495.64,Polychaeta,1920,570,230,10,30,0,0,0,0,210,2970,Polychaeta
2211,AMBON2015,10,CL0,,68.899,-166.423,20150813,2015,10,0.10,0.01,0.02,0.00,0.00,0.00,0.00,4.67,0.00,0.09,4.89,Ascidiacea,1.48,0.42,0.24,0.01,0.08,0.00,0.00,130.01,0.00,5.01,137.23,Ascidiacea,180,30,80,10,40,0,0,80,0,30,450,Polychaeta
2212,AMBON2015,12,CL1,,68.948,-166.908,20150813,2015,12,0.67,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,1.85,Bivalvia,11.22,56.86,0.04,0.00,0.01,0.00,0.00,0.00,0.00,0.82,68.95,Bivalvia,470,2830,35,0,15,0,0,0,0,88,3438,Bivalvia
2213,AMBON2015,13,CL3,,69.034,-168.893,20150814,2015,13,1.90,3.10,0.36,0.00,0.00,0.00,0.00,0.00,0.88,0.03,6.27,Bivalvia,27.49,147.24,4.64,0.00,0.04,0.00,0.00,0.00,9.45,0.43,189.29,Bivalvia,313,3173,468,0,30,0,0,0,3,353,4338,Bivalvia
2214,AMBON2015,15,CL2,,69.029,-167.934,20150814,2015,15,2.38,0.06,0.08,1.54,0.00,0.00,0.00,0.00,0.00,0.02,4.09,Polychaeta,32.74,2.10,1.05,34.32,0.21,0.00,0.00,0.00,0.00,0.64,71.06,Sipuncula,345,88,453,3,20,0,0,0,0,25,933,Crustacea
2215,AMBON2015,17,ML6.1,,70.087,-163.960,20150815,2015,17,0.24,0.27,0.01,0.00,0.00,12.81,0.00,0.17,0.00,1.11,14.62,Echinoidea,3.52,7.78,0.17,0.00,0.00,1601.48,0.01,4.07,0.01,23.48,1640.51,Echinoidea,545,758,110,3,0,763,0,13,5,60,2255,Echinoidea
2216,AMBON2015,18,ML6.2,,70.267,-163.408,20150815,2015,18,0.08,0.32,0.02,0.00,0.00,7.03,0.14,3.48,0.00,0.01,11.08,Echinoidea,1.16,10.35,0.28,0.00,0.00,878.81,2.26,84.90,0.00,0.84,978.59,Echinoidea,353,533,225,0,0,435,0,5,3,58,1610,Bivalvia
2217,AMBON2015,19,ML6.3,,70.389,-163.022,20150815,2015,19,0.03,0.09,0.01,0.00,0.00,16.06,0.00,0.00,0.00,0.01,16.20,Echinoidea,0.48,3.10,0.15,0.00,0.02,2006.99,0.00,0.00,0.00,0.54,2011.27,Echinoidea,215,253,138,0,3,920,0,0,0,13,1540,Echinoidea
2218,AMBON2015,20,ML6.4,,70.509,-162.644,20150815,2015,20,0.16,6.78,0.13,0.00,0.00,10.55,0.01,0.00,0.00,0.05,17.68,Echinoidea,2.14,242.10,1.65,0.00,0.04,1318.50,0.20,0.00,0.05,0.88,1565.56,Echinoidea,143,305,100,0,5,375,0,0,5,5,938,Echinoidea
2219,AMBON2015,21,ML6.5,,70.627,-162.249,20150816,2015,21,0.03,0.07,0.00,0.00,0.00,16.78,0.10,0.01,0.00,0.09,17.09,Echinoidea,0.40,2.49,0.06,0.00,0.03,2098.10,1.64,0.21,0.02,3.90,2106.85,Echinoidea,133,255,48,0,15,673,3,3,5,30,1163,Echinoidea
2220,AMBON2015,22,ML6.6,,70.726,-161.940,20150816,2015,22,1.60,0.94,1.24,0.02,0.07,0.00,1.77,0.11,0.03,0.13,5.91,Anthozoa,22.22,27.61,17.93,0.50,5.06,0.00,28.99,5.46,0.28,8.05,116.09,Anthozoa,935,673,2668,23,63,0,13,5,33,38,4448,Crustacea
2221,AMBON2015,23,ML6.7,,70.844,-161.538,20150816,2015,23,3.89,3.30,0.95,1.00,0.00,0.00,3.33,1.75,0.07,2.16,16.45,Polychaeta,56.94,186.35,13.39,22.19,0.22,0.00,65.39,97.36,0.75,94.97,537.57,Bivalvia,2068,948,2430,48,35,0,13,23,25,35,5623,Crustacea
2222,AMBON2015,24,ML6.8,,70.960,-161.138,20150816,2015,24,1.65,4.24,2.98,0.02,0.02,0.00,0.00,0.22,0.00,0.00,9.13,Bivalvia,23.85,200.84,41.26,0.55,1.26,0.00,0.00,13.60,0.00,0.22,281.58,Bivalvia,1300,630,3950,30,50,0,0,60,0,30,6050,Crustacea
2223,AMBON2015,25,ML6.9,,71.075,-160.735,20150816,2015,25,4.79,3.68,1.66,0.03,0.00,0.00,1.07,0.14,0.01,9.67,21.05,Others,67.45,219.96,24.18,0.64,0.00,0.00,17.62,9.69,0.10,271.14,610.76,Others,1620,760,4830,70,0,0,30,10,40,50,7410,Crustacea
2224,AMBON2015,26,ML4.1,,70.892,-159.393,20150819,2015,26,0.20,0.01,0.15,0.00,0.00,0.00,35.96,0.00,0.00,0.00,36.33,Anthozoa,2.90,0.27,2.05,0.06,0.09,0.00,879.94,0.00,0.00,0.00,885.30,Anthozoa,360,40,740,10,10,0,0,0,0,0,1160,Crustacea
2225,AMBON2015,27,ML4.2,,70.932,-159.504,20150819,2015,27,1.67,0.25,0.54,0.89,0.18,0.15,0.32,0.00,0.00,8.94,12.93,Others,23.56,10.49,7.34,19.82,12.70,13.40,5.24,0.06,0.00,384.19,476.79,Others,1750,293,1038,3,523,5,0,5,0,100,3715,Polychaeta
2226,AMBON2015,28,ML4.3,,71.063,-159.882,20150819,2015,28,2.23,0.04,0.51,0.00,0.00,0.00,3.11,0.00,0.05,3.43,9.36,Others,31.92,1.46,7.18,0.00,0.31,0.00,50.91,0.00,0.52,146.81,239.11,Others,770,290,730,0,10,0,0,0,20,80,1900,Polychaeta
2227,AMBON2015,29,DBO4.1n=ML6.10,4,71.193,-160.270,20150819,2015,29,16.07,4.76,4.00,1.19,0.17,0.00,0.00,0.44,0.31,0.02,26.97,Polychaeta,227.02,286.87,57.86,26.40,11.92,0.00,0.01,31.54,3.34,0.58,645.52,Bivalvia,14945,543,10555,100,110,3,3,23,165,105,26550,Polychaeta
2228,AMBON2015,30,ML6.11,,71.361,-159.693,20150819,2015,30,5.18,3.41,1.49,1.08,0.36,0.00,0.56,0.31,0.08,0.37,12.84,Polychaeta,71.77,126.26,21.51,23.98,25.76,0.00,9.41,15.84,0.91,21.77,317.19,Bivalvia,2535,780,1338,40,38,0,13,35,33,175,4985,Polychaeta
2229,AMBON2015,31,DBO4.2n=ML4.5,4,71.324,-160.656,20150820,2015,31,3.21,11.51,2.93,3.30,0.77,0.00,0.01,0.24,2.93,0.31,25.20,Bivalvia,45.33,401.69,42.90,73.26,55.24,0.00,0.14,14.63,31.47,8.26,672.92,Bivalvia,2673,1935,1078,40,43,0,0,13,30,185,5995,Polychaeta
2230,AMBON2015,32,DBO4.3n=ML4.6,4,71.455,-161.038,20150820,2015,32,1.90,10.77,0.14,0.00,0.02,0.00,0.00,0.00,0.64,0.08,13.56,Bivalvia,27.94,309.08,1.97,0.00,1.50,0.00,0.06,0.00,6.90,2.74,350.18,Bivalvia,3408,1393,208,3,10,0,5,0,30,80,5135,Polychaeta
